Extract Name	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]
TCGA-13-1507-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1507-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B06_458666	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1507-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B06_458666.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	93de37eff0af1b5a27dce56890a7a951	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1507-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B06_458666.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	b8194a1be2d43855a3d30c868a94b20b	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1507-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B06_458666.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	b26523afd018740b8d48a9b71aa02ac1
TCGA-24-1419-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1419-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B07_458672	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1419-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B07_458672.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	a8ecfc3976d59d37de5156195fe1143c	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1419-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B07_458672.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	211efa48d58d3b35abbcfb595fcacf21	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1419-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B07_458672.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	572c41011f277177c5936588d7fb6aa4
TCGA-24-1431-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1431-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B08_458670	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1431-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B08_458670.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	e008a5740086837eb004a9f6d6850f5b	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1431-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B08_458670.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	a1b651639f504490a1217b785fffd111	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1431-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B08_458670.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	30f31a13ad068c8c94e39d15ea051ee5
TCGA-13-1477-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1477-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B09_458676	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1477-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B09_458676.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	d52d98dc3e2327e713238f3fe9c27982	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1477-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B09_458676.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	1dba2c3afdce669e9eaeaf9cdfd83fde	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1477-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B09_458676.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	fb2843603c1740c074ca1dbb0c0b8f74
TCGA-13-1488-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1488-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B10_458674	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1488-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B10_458674.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	7568c0999e9f0c2923088bb2ce293d71	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1488-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B10_458674.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	4ddc82b634c8797c15fb41a6e630cfa2	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1488-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B10_458674.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	711e68b972cc47d14ad143f5be4976b6
TCGA-13-1498-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1498-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B11_458680	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1498-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B11_458680.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	9d22c9639e57f919401eef7d9e80a379	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1498-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B11_458680.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	7f0a6879eb4555ce8836a565fcb76c77	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1498-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B11_458680.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	d1016a3db779e3c38991499339254f8b
TCGA-13-1509-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1509-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B12_458678	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1509-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B12_458678.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	37fc57e9277489a95cde5a1bf6b781b4	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1509-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B12_458678.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	ee1769d439ae5a6e4d624142da3b2b2c	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1509-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B12_458678.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	048b71827fcadaa982647356a0463e79
TCGA-24-1422-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1422-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C01_458684	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1422-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C01_458684.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	18756247b3a4a93a1b6d1cbdfd9aa1e5	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1422-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C01_458684.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	b96046ab6626f5ad20d3f850efd4a547	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1422-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C01_458684.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	6dfaf354b2918249e4cb22a8cdd0e3ae
TCGA-24-1434-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1434-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C02_458682	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1434-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C02_458682.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	4f82adae0296b34dad1942491a9cecfc	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1434-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C02_458682.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	c5b2dc79428be30986f67d33cc03f8e3	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1434-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C02_458682.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	a912b379f8a838fde1d98b4761bd9713
TCGA-13-1489-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1489-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C04_458686	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1489-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C04_458686.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	066087c6f9746f53fe0c84233dbf9c48	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1489-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C04_458686.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	5f4d4f2f887584db8bdea59bd1e2bcb5	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1489-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C04_458686.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	abdd797902780870d8ed94b3c78a2a3b
TCGA-13-1499-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1499-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C05_458626	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1499-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C05_458626.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	917a01d7da06859e6126a802d29f6290	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1499-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C05_458626.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	8dcf26b18a506162bd227c4e017ac99b	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1499-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C05_458626.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	9e02b1abb1f4497b853c392b283703fd
TCGA-13-1510-01A-02R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1510-01A-02R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C06_458628	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1510-01A-02R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C06_458628.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	62b6600eb5becc2a323c126bc466f9b9	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1510-01A-02R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C06_458628.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	94b3fc689add1b4055e48e0cfc5a900d	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1510-01A-02R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C06_458628.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	6761317bc0cf5320ed8758db453cff6d
TCGA-24-1423-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1423-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C07_458630	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1423-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C07_458630.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	d458c76e8a59a685edea1a6a39141fbe	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1423-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C07_458630.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	91d248ff9d8dd42366feba657c5a407c	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1423-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C07_458630.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	276695d0c5b6a275b9c929097741b70e
TCGA-24-1435-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1435-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C08_458632	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1435-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C08_458632.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	d3953579a56089097bad28c0a05b1f90	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1435-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C08_458632.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	b257a26410c12568d2ed1b4a969886fa	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1435-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C08_458632.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	b64595c6bf9730f1fde2631950269f3c
TCGA-13-1481-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1481-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C09_458634	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1481-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C09_458634.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	828c28a3ae1ee0af1b0be34e46054f22	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1481-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C09_458634.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	b676d7621af5ea295367cf023966e068	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1481-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C09_458634.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	14f9c7b0d4941db86aaf9e009ac9ce36
TCGA-13-1491-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1491-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C10_458636	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1491-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C10_458636.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	bfc88d9d697101826751ca834d02cce5	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1491-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C10_458636.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	79f17b59e5b20b9b333543eb8b761257	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1491-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C10_458636.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	f5e7539bf19a9dcda4f780598992c64d
TCGA-13-1500-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1500-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C11_458638	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1500-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C11_458638.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	33946d4c83bfae0c870cd6b5eb0a9e93	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1500-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C11_458638.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	5817be834b03b8d4fedd94206d84d30d	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1500-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C11_458638.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	9011498029f4f0ddd84f25f7b4e0a1fb
TCGA-13-1511-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-13-1511-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C12_458640	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-13-1511-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C12_458640.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	2d0ee9294f5cfc573c4591f6260aa53e	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-13-1511-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C12_458640.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	ace9b85bb529d921487ff590d86aca95	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-13-1511-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C12_458640.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	5aba0cbc3c8720dd2ee05b59a90c4d7a
TCGA-24-1424-01A-01R-0477-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-24-1424-01A-01R-0477-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D01_458642	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-24-1424-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D01_458642.CEL	broad.mit.edu_OV.HT_HG-U133A.Level_1.14.1004.0	Expression-Gene	Level 1	yes	1aa1886d75a75ffdd3ddbea2083825e7	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-24-1424-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D01_458642.level2.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_2.14.1004.0	Expression-Gene	Level 2	yes	1f24292dde5d88ef9dbb116e3826494a	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-24-1424-01A-01R-0477-01	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D01_458642.level3.data.txt	broad.mit.edu_OV.HT_HG-U133A.Level_3.14.1004.0	Expression-Gene	Level 3	yes	24f45ad38d559a42115a1aab90860d95
