"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","biomaterial_provider_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_phone","contact_fax","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","contact_web_link","supplementary_file","data_row_count"
"GSM327334","03-TB-078: MSS","GSM327334","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","03-TB-078","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327334/GSM327334.CEL.gz","54675"
"GSM327335","03-TB-083: MSS","GSM327335","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","03-TB-083","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327335/GSM327335.CEL.gz","54675"
"GSM327336","03-TB-096: MSS","GSM327336","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","03-TB-096","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327336/GSM327336.CEL.gz","54675"
"GSM327337","03-TB-102: MSS","GSM327337","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","03-TB-102","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327337/GSM327337.CEL.gz","54675"
"GSM327338","03-TB-108: MSS","GSM327338","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","03-TB-108","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327338/GSM327338.CEL.gz","54675"
"GSM327339","04-TB-007: MSS","GSM327339","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-007","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327339/GSM327339.CEL.gz","54675"
"GSM327340","04-TB-015: MSS","GSM327340","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-015","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327340/GSM327340.CEL.gz","54675"
"GSM327341","04-TB-021: MSS","GSM327341","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-021","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327341/GSM327341.CEL.gz","54675"
"GSM327342","04-TB-058: MSS","GSM327342","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-058","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327342/GSM327342.CEL.gz","54675"
"GSM327343","04-TB-061: MSS","GSM327343","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-061","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327343/GSM327343.CEL.gz","54675"
"GSM327344","04-TB-075: MSS","GSM327344","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-075","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327344/GSM327344.CEL.gz","54675"
"GSM327345","04-TB-076: MSS","GSM327345","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-076","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327345/GSM327345.CEL.gz","54675"
"GSM327346","04-TB-077: MSS","GSM327346","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-077","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327346/GSM327346.CEL.gz","54675"
"GSM327347","04-TB-124: MSS","GSM327347","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-124","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327347/GSM327347.CEL.gz","54675"
"GSM327348","04-TB-138: MSS","GSM327348","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-138","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327348/GSM327348.CEL.gz","54675"
"GSM327349","04-TB-155: MSS","GSM327349","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","04-TB-155","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327349/GSM327349.CEL.gz","54675"
"GSM327350","05-WH-018: MSS","GSM327350","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","05-WH-018","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327350/GSM327350.CEL.gz","54675"
"GSM327351","05-WH-027: MSS","GSM327351","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","05-WH-027","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327351/GSM327351.CEL.gz","54675"
"GSM327352","05-WH-028: MSI","GSM327352","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSI","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","05-WH-028","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327352/GSM327352.CEL.gz","54675"
"GSM327353","05-WH-052: MSI","GSM327353","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSI","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","05-WH-052","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327353/GSM327353.CEL.gz","54675"
"GSM327354","05-WH-057: MSS","GSM327354","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","05-WH-057","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327354/GSM327354.CEL.gz","54675"
"GSM327355","05-WH-067: MSS","GSM327355","Public on Jan 08 2009","Oct 06 2008","Jan 07 2009","RNA","1","primary colorectal adenocarcinoma","Homo sapiens","MSS","Royal Melbourne Hospital","total RNA","Surgically isolated colorectal cancers were immediately frozen in liquid nitrogen. Total RNA was extracted from cancer tissue using Trizol reagent (Invitrogen).","biotin","Approximately 8 ug of total RNA was processed to produce biotinylated cRNA targets.","9606","standard Affymetrix procedures","standard Affymetrix procedures","05-WH-067","The simpleaffy package in R/Bioconductor was used to calculate MAS5.0 calls. These values are not normalized. Normalization was performed by quantile normalization with respect to a defined reference set.","GPL570","Oliver,,Sieber","61-3-9341-3155","61-3-9341-3104","LCCI laboratory","Melbourne Tumour Biology Branch","Ludwig Institute for Cancer Research","6th floor, Centre for Medical Research,  Royal Melbourne Hospital,  Royal Parade","Parkville","Victoria","3052","Australia","http://www.ludwig.edu.au","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM327nnn/GSM327355/GSM327355.CEL.gz","54675"
